Requirement_ID,Requirement_Text,Relevant_Transition_ActionId_Concrete,Relevant_Transition_ActionId_Abstract,Transition_Notes,Relevant_Widget_AbstractID,Relevant_Widget_ConcreteID,Relevant_Widget_Selector,Relevant_Widget_Text,Relevant_Widget_Tag,Relevant_Widget_Href,Widget_Notes,Relevance_Type
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC4d7bh829f3542112978,[href='\\/product\\/01KKVP0P2822DT64NGD7TNGSF1'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1wcbzm929f2357653960,[href='\\/product\\/01KKVP0P2KCY5RVZ3AYQ42BRT3'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCqym05g2a03095274839,[href='\\/product\\/01KKVP0P30M6JDNQ7FQ81JQV4Y'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1av4k3p29f2570445682,[href='\\/product\\/01KKVP0P1N5GSR5ACA1MVNM4YG'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1av4k3p29f2570445682,[href='\\/product\\/01KKVP0P7C8MFBW398YT5R4405'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1av4k3p29f2570445682,[href='\\/product\\/01KKVSEJYJ00RWEMSH8NAW6B9A'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC8okri729f1090913386,[href='\\/product\\/01KKVP0P7AZPZDRGKHX3VJ4Y4R'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC8okri729f1090913386,[href='\\/product\\/01KKVP0P1GNPKYSCJ2M8M8N0HP'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC8okri729f1090913386,[href='\\/product\\/01KKVSEJYC58EEQX794C4QG33P'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1mldo429f513847152,[href='\\/product\\/01KKVP0P1Q9G0WZ8YHYY80TMBD'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1mldo429f513847152,[href='\\/product\\/01KKVSEJYQX0YA5N3CRKGE3F4W'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC594v6m2a02904507983,[href='\\/product\\/01KKVP0P1T1WM51T43R8PJQRYB'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCy3qe1m2a01634527852,[href='\\/product\\/01KKVP0P200EKPFMRVMTV0TFHQ'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCy3qe1m2a01634527852,[href='\\/product\\/01KKVSEJWM0GKHG2SWF33AJ05J'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCy3qe1m2a01634527852,[href='\\/product\\/01KKVWWDGF9AYYJGHNSRC829NV'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCuh6wj429f3537044307,[href='\\/product\\/01KKVP0P1T1WM51T43R8PJQRYB'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCuh6wj429f3537044307,[href='\\/product\\/01KKVSEJWHRAK8E6YVVXMQN56V'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCuh6wj429f3537044307,[href='\\/product\\/01KKVWWDG97DX274ATXXE2BBNA'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCx37kic29f2332360858,[href='\\/product\\/01KKVP0P1T1WM51T43R8PJQRYB'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCx37kic29f2332360858,[href='\\/product\\/01KKVSEJWHRAK8E6YVVXMQN56V'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCx37kic29f2332360858,[href='\\/product\\/01KMG96DZCZQJHCMT7GZRG1M38'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC7amoyt29f210783384,[href='\\/product\\/01KKVP0P1Q9G0WZ8YHYY80TMBD'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC7amoyt29f210783384,[href='\\/product\\/01KKVSEJW4CWV0SK71TJ8D49P5'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC7amoyt29f210783384,[href='\\/product\\/01KMG96DZ9SW2Q5WEG6DFADEK4'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC10pr20u2a0951773605,[href='\\/product\\/01KKVP0P200EKPFMRVMTV0TFHQ'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC10pr20u2a0951773605,[href='\\/product\\/01KKVSEJWM0GKHG2SWF33AJ05J'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC10pr20u2a0951773605,[href='\\/product\\/01KMG96DZF3168FVFWYTSYCGC2'] a,More information,a,#,< 1 unique widget,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCy22rlv29f415659397,[href='\\/product\\/01KKVP0P3BMZD8EMPRV9AJ53YB'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1oz0m0u29f2335766521,[href='\\/product\\/01KKVWWDFK0HFG1B7FTA9NRT3K'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1hx186r29f3567148259,[href='\\/product\\/01KKVWWDFZXA4MF7858WVB6NYX'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1i6yk2s2a0921093888,[href='\\/product\\/01KKVWWDGF9AYYJGHNSRC829NV'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCs4gcn829f1393234145,[href='\\/product\\/01KKVWWDFSWJQVFYP0V7ZDBG5D'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1ljkpp92a01730262492,[href='\\/product\\/01KKVWWDG97DX274ATXXE2BBNA'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCyoliia29f3153276972,[href='\\/product\\/01KKVWWDGPJFSK9VFD8YED7BZQ'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCh3fs8329f951013521,[href='\\/product\\/01KKVWWDGF9AYYJGHNSRC829NV'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC16es6qq29e1109349200,[href='\\/product\\/01KKVWWDFK0HFG1B7FTA9NRT3K'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCuq5hl929e3778822505,[href='\\/product\\/01KKVWWDG97DX274ATXXE2BBNA'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC1jxu2f029f568178336,[href='\\/product\\/01KKVWWDGPJFSK9VFD8YED7BZQ'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WCur48f52a0816552112,[href='\\/product\\/01KKVWWDGPJFSK9VFD8YED7BZQ'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1xq93853166632,WC17vb63e29f1975515437,[href='\\/product\\/01KKVWWDGT1RMXNBCXXN71XW32'] a,More information,a,#,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",AC66uhnu6d2276079518,WAc2et2b292389464411,,WAc2et2b292389464411,WC10p7qe52c11567482536,[href='\\/product\\/01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Linked
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WAc2et2b292389464411,WC7gwhff2c2754843925,[data-test='product-01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WAc2et2b292389464411,WC1p610o02c21312055524,[data-test='product-01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WAc2et2b292389464411,WC1h2nq1l2c23224147667,[data-test='product-01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WAc2et2b292389464411,WCc166hs2c21468446279,[data-test='product-01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WAc2et2b292389464411,WCbhvfr32c22999426497,[data-test='product-01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WAc2et2b292389464411,WCihl1od2c12231884128,[data-test='product-01KKVSEJW0XXMVCWPQ40WY8NX0'],,a,/product/01KKVSEJW0XXMVCWPQ40WY8NX0,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",AC10a7bga4e1243097881,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCyf2u5p2a92197780029,[data-test='nav-categories'],Categories,a,#,Widget tree does not contain special tools option,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",AC66axfc4f3093965899,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",ACszojl64f345409345,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",AC1gk8onz4d4131706480,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",ACf905ul4e3795331955,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",ACw21qmu4f1230763356,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",AC110pd0a50674706012,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",ACg1acb55e943666867,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCk397ij2a9234017684,[href='\\#'],Categories,a,#,,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",AC1qf4efg5f854034631,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCchxc5z2a9405430054,[href='\\#'],Categories,a,#,,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",ACm4hzsn62189274554,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WC1qn8zzo2a92357812603,[href='\\#'],Categories,a,#,,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC6llm072a92900713173,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC6llm072a92900713173,[href='\\#'],Categories,a,#,< 1 unique widget,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1hii2vk2a9919258347,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1lyri6k2a92428017068,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCq0vmh62a91337769718,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1y0ytfo2a91742009945,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCm6f4952a92722228687,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1wmadjd2a91389145339,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCbuuriq2a92617802210,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC12eps7r2a92965021518,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1sj3a7k2a91090187608,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC8zsbzk2ab2203806646,[href='\\#'],Categorieën,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1cin3ma2a94242713343,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1qj1n3p2a9494138125,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",AC10a7bga4e1243097881,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCyf2u5p2a92197780029,[data-test='nav-categories'],Categories,a,#,,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",AC66axfc4f3093965899,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",ACszojl64f345409345,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",AC1gk8onz4d4131706480,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",ACf905ul4e3795331955,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",ACw21qmu4f1230763356,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",AC110pd0a50674706012,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",ACg1acb55e943666867,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCk397ij2a9234017684,[href='\\#'],Categories,a,#,,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",AC1qf4efg5f854034631,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCchxc5z2a9405430054,[href='\\#'],Categories,a,#,,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",ACm4hzsn62189274554,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WC1qn8zzo2a92357812603,[href='\\#'],Categories,a,#,,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC6llm072a92900713173,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC6llm072a92900713173,[href='\\#'],Categories,a,#,< 1 unique widget,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1hii2vk2a9919258347,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1lyri6k2a92428017068,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCq0vmh62a91337769718,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1y0ytfo2a91742009945,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCm6f4952a92722228687,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1wmadjd2a91389145339,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCbuuriq2a92617802210,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC12eps7r2a92965021518,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1sj3a7k2a91090187608,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC8zsbzk2ab2203806646,[href='\\#'],Categorieën,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1cin3ma2a94242713343,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1qj1n3p2a9494138125,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",AC10a7bga4e1243097881,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCyf2u5p2a92197780029,[data-test='nav-categories'],Categories,a,#,,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",AC66axfc4f3093965899,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",ACszojl64f345409345,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",AC1gk8onz4d4131706480,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",ACf905ul4e3795331955,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",ACw21qmu4f1230763356,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",AC110pd0a50674706012,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",ACg1acb55e943666867,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCk397ij2a9234017684,[href='\\#'],Categories,a,#,,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",AC1qf4efg5f854034631,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCchxc5z2a9405430054,[href='\\#'],Categories,a,#,,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",ACm4hzsn62189274554,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WC1qn8zzo2a92357812603,[href='\\#'],Categories,a,#,,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC6llm072a92900713173,[data-test='nav-categories'],Categories,a,#,< 1 unique widget,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC6llm072a92900713173,[href='\\#'],Categories,a,#,< 1 unique widget,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC1hii2vk2a9919258347,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC1lyri6k2a92428017068,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCq0vmh62a91337769718,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC1y0ytfo2a91742009945,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCm6f4952a92722228687,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC1wmadjd2a91389145339,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCbuuriq2a92617802210,[href='\\#'],Categories,a,#,,Functional
