method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.1554054054054054,0.1554054054054054,0.13513513513513514,0.14189189189189189,0.1554054054054054,0.1554054054054054
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_linked_resolved,1,gui_candidate,228,44,184,228,44,184,228,44,63,63,6,0.13636363636363635,0.13636363636363635,0.10227272727272728,0.10876623376623376,0.13636363636363635,0.13636363636363635
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_all,3,gui_candidate,155,148,7,155,148,7,155,148,204,204,78,0.41216216216216217,0.17567567567567569,0.38626126126126126,0.22237237237237237,0.34684684684684686,0.3536036036036036
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_orphan,3,gui_candidate,108,15,93,108,15,93,108,15,44,44,16,0.6,0.3555555555555555,0.45555555555555555,0.32962962962962966,0.5333333333333333,0.5555555555555556
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_with_linked_widget,3,gui_candidate,154,135,19,154,135,19,154,135,169,169,62,0.3851851851851852,0.1530864197530864,0.3728395061728395,0.2071604938271605,0.3209876543209877,0.32592592592592595
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,3,gui_candidate,383,192,191,383,192,191,383,192,267,267,97,0.4010416666666667,0.16840277777777776,0.37152777777777773,0.21377314814814816,0.31886574074074076,0.3289930555555555
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,combined_actions_and_widgets,3,gui_candidate,399,229,170,399,229,170,399,229,310,310,111,0.39737991266375544,0.1615720524017467,0.3726346433770014,0.20980106744298885,0.31756428918000973,0.3260553129548763
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_all_resolved,3,gui_candidate,244,81,163,244,81,163,244,81,106,106,33,0.37037037037037035,0.13580246913580246,0.3477366255144033,0.1868312757201646,0.26406035665294925,0.27572016460905346
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_functional_resolved,3,gui_candidate,238,69,169,238,69,169,238,69,83,83,22,0.3188405797101449,0.10628019323671498,0.3188405797101449,0.15942028985507245,0.2439613526570048,0.2439613526570048
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_linked_resolved,3,gui_candidate,228,44,184,228,44,184,228,44,63,63,19,0.36363636363636365,0.14393939393939392,0.32196969696969696,0.18484848484848485,0.22474747474747475,0.24621212121212122
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_all,5,gui_candidate,155,148,7,155,148,7,155,148,204,204,101,0.49324324324324326,0.13648648648648648,0.4808558558558559,0.19484906984906986,0.3655405405405405,0.3731981981981982
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_orphan,5,gui_candidate,108,15,93,108,15,93,108,15,44,44,24,0.7333333333333333,0.32,0.6555555555555556,0.36161616161616167,0.5488888888888889,0.5888888888888889
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_with_linked_widget,5,gui_candidate,154,135,19,154,135,19,154,135,169,169,77,0.45925925925925926,0.11407407407407408,0.454320987654321,0.1734327400994068,0.3397530864197531,0.3437037037037037
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,383,192,191,383,192,191,383,192,267,267,125,0.46875,0.13020833333333334,0.4539930555555556,0.18580898268398272,0.3365306712962963,0.34539930555555554
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,combined_actions_and_widgets,5,gui_candidate,399,229,170,399,229,170,399,229,310,310,139,0.45414847161572053,0.12139737991266376,0.4417758369723435,0.17616590105673077,0.33237506065016986,0.3398107714701601
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_all_resolved,5,gui_candidate,244,81,163,244,81,163,244,81,106,106,38,0.38271604938271603,0.09382716049382717,0.37037037037037035,0.14202875313986427,0.2717764060356653,0.2788065843621399
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_functional_resolved,5,gui_candidate,238,69,169,238,69,169,238,69,83,83,24,0.34782608695652173,0.06956521739130436,0.34057971014492755,0.11525189786059353,0.24939613526570045,0.25120772946859904
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_linked_resolved,5,gui_candidate,228,44,184,228,44,184,228,44,63,63,24,0.38636363636363635,0.10909090909090909,0.36363636363636365,0.15540141676505315,0.23895202020202022,0.2518939393939394
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_all,10,gui_candidate,155,148,7,155,148,7,155,148,204,204,108,0.5067567567567568,0.07297297297297298,0.5,0.11878661878661878,0.36734234234234237,0.37545045045045045
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_orphan,10,gui_candidate,108,15,93,108,15,93,108,15,44,44,27,0.7333333333333333,0.18000000000000002,0.6888888888888889,0.2515151515151515,0.5444444444444444,0.5888888888888889
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,actions_with_linked_widget,10,gui_candidate,154,135,19,154,135,19,154,135,169,169,81,0.4740740740740741,0.06,0.47160493827160493,0.10227920227920229,0.34222222222222226,0.34617283950617284
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,10,gui_candidate,383,192,191,383,192,191,383,192,267,267,134,0.4791666666666667,0.06979166666666667,0.4713541666666667,0.1135786956099456,0.3386636078042328,0.3471354166666667
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,combined_actions_and_widgets,10,gui_candidate,399,229,170,399,229,170,399,229,310,310,150,0.47161572052401746,0.06550218340611354,0.4621542940320233,0.10780885780885781,0.33487095954344864,0.3422974284327996
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_all_resolved,10,gui_candidate,244,81,163,244,81,163,244,81,106,106,42,0.4074074074074074,0.05185185185185186,0.39300411522633744,0.08775072663961553,0.27554053171337123,0.281721536351166
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_functional_resolved,10,gui_candidate,238,69,169,238,69,169,238,69,83,83,27,0.391304347826087,0.0391304347826087,0.3743961352657005,0.0705212661734401,0.2538148914960509,0.25670002300437084
Qwen3 0.6B,CE,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_GPT5_backward.json,widgets_linked_resolved,10,gui_candidate,228,44,184,228,44,184,228,44,63,63,26,0.38636363636363635,0.05909090909090909,0.375,0.0960611358338631,0.24219877344877344,0.2518939393939394
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_all,1,gui_candidate,252,204,48,252,204,48,252,204,272,272,56,0.27450980392156865,0.27450980392156865,0.23529411764705882,0.24369747899159663,0.27450980392156865,0.27450980392156865
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_orphan,1,gui_candidate,176,5,171,176,5,171,176,5,20,20,3,0.6,0.6,0.26666666666666666,0.3142857142857143,0.6,0.6
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_with_linked_widget,1,gui_candidate,252,201,51,252,201,51,252,201,259,259,53,0.263681592039801,0.263681592039801,0.23217247097844113,0.23951670220326937,0.263681592039801,0.263681592039801
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,combined_actions_and_linked_widgets,1,gui_candidate,561,271,290,561,271,290,561,271,357,357,63,0.23247232472324722,0.23247232472324722,0.19557195571955718,0.2035670356703567,0.23247232472324722,0.23247232472324722
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,combined_actions_and_widgets,1,gui_candidate,613,337,276,613,337,276,613,337,429,429,70,0.20771513353115728,0.20771513353115728,0.17804154302670624,0.18447082096933728,0.20771513353115728,0.20771513353115728
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_all_resolved,1,gui_candidate,361,133,228,361,133,228,361,133,157,157,14,0.10526315789473684,0.10526315789473684,0.09022556390977443,0.09362692445399212,0.10526315789473684,0.10526315789473684
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_functional_resolved,1,gui_candidate,358,128,230,358,128,230,358,128,150,150,14,0.109375,0.109375,0.09375,0.09728422619047619,0.109375,0.109375
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_linked_resolved,1,gui_candidate,309,67,242,309,67,242,309,67,85,85,7,0.1044776119402985,0.1044776119402985,0.07462686567164178,0.08137882018479034,0.1044776119402985,0.1044776119402985
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_all,3,gui_candidate,252,204,48,252,204,48,252,204,272,272,104,0.4215686274509804,0.1699346405228758,0.4068627450980392,0.2245098039215686,0.3415032679738562,0.3415032679738562
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_orphan,3,gui_candidate,176,5,171,176,5,171,176,5,20,20,7,0.6,0.4666666666666667,0.4,0.36666666666666664,0.6,0.6
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_with_linked_widget,3,gui_candidate,252,201,51,252,201,51,252,201,259,259,97,0.4129353233830846,0.16086235489220563,0.40298507462686567,0.2187396351575456,0.3316749585406302,0.3316749585406302
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,combined_actions_and_linked_widgets,3,gui_candidate,561,271,290,561,271,290,561,271,357,357,120,0.36162361623616235,0.14760147601476015,0.3456334563345634,0.19311193111931121,0.28936039360393606,0.29212792127921283
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,combined_actions_and_widgets,3,gui_candidate,613,337,276,613,337,276,613,337,429,429,131,0.32344213649851633,0.12957467853610286,0.3105835806132542,0.17161226508407518,0.2593966369930762,0.26162215628091
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_all_resolved,3,gui_candidate,361,133,228,361,133,228,361,133,157,157,27,0.17293233082706766,0.06766917293233082,0.16290726817042608,0.09047619047619047,0.13345864661654136,0.13909774436090225
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_functional_resolved,3,gui_candidate,358,128,230,358,128,230,358,128,150,150,24,0.1640625,0.0625,0.15364583333333334,0.08385416666666666,0.13020833333333334,0.13671875
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_linked_resolved,3,gui_candidate,309,67,242,309,67,242,309,67,85,85,16,0.1791044776119403,0.07960199004975124,0.15920398009950248,0.09751243781094528,0.13059701492537312,0.1417910447761194
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_all,5,gui_candidate,252,204,48,252,204,48,252,204,272,272,122,0.45098039215686275,0.11960784313725491,0.44607843137254904,0.17426364485188017,0.3483660130718954,0.3483660130718954
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_orphan,5,gui_candidate,176,5,171,176,5,171,176,5,20,20,11,0.6,0.44000000000000006,0.5333333333333334,0.4303030303030303,0.6,0.6
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,actions_with_linked_widget,5,gui_candidate,252,201,51,252,201,51,252,201,259,259,111,0.4427860696517413,0.11044776119402985,0.439469320066335,0.16616053929486765,0.3386401326699834,0.3386401326699834
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,561,271,290,561,271,290,561,271,357,357,140,0.3837638376383764,0.1033210332103321,0.3763837638376384,0.14938259772208112,0.29452644526445265,0.29729397293972937
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,combined_actions_and_widgets,5,gui_candidate,613,337,276,613,337,276,613,337,429,429,151,0.34124629080118696,0.08961424332344214,0.3353115727002967,0.13100697522062507,0.2635509396636993,0.2657764589515331
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_all_resolved,5,gui_candidate,361,133,228,361,133,228,361,133,157,157,29,0.17293233082706766,0.043609022556390986,0.16541353383458646,0.06465839924486541,0.13345864661654136,0.13909774436090225
Qwen3 0.6B,CE,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | Focus-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,gold,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Focus_Gemma3_backward.json,widgets_functional_resolved,5,gui_candidate,358,128,230,358,128,230,358,128,150,150,26,0.1640625,0.040625,0.15625,0.06011566558441559,0.13020833333333334,0.13671875
