method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.14935064935064934,0.14935064935064934,0.12987012987012986,0.13636363636363635,0.14935064935064934,0.14935064935064934
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_all_resolved,3,gui_candidate,498,141,357,498,141,357,498,141,167,167,38,0.06827309236947791,0.02543507362784471,0.06333907056798624,0.034939759036144574,0.046519410977242305,0.04986613119143239
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_functional_resolved,3,gui_candidate,492,128,364,492,128,364,492,128,143,143,30,0.054878048780487805,0.02032520325203252,0.052845528455284556,0.02886178861788618,0.04031165311653116,0.04234417344173441
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_linked_resolved,3,gui_candidate,448,54,394,448,54,394,448,54,70,70,22,0.044642857142857144,0.01636904761904762,0.040401785714285716,0.022209821428571426,0.029389880952380952,0.03199404761904762
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,actions_all,5,gui_candidate,170,164,6,170,164,6,170,164,200,200,100,0.4823529411764706,0.11764705882352941,0.4764705882352941,0.18403361344537816,0.37058823529411766,0.38529411764705884
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,actions_orphan,5,gui_candidate,108,0,108,108,0,108,108,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,actions_with_linked_widget,5,gui_candidate,170,164,6,170,164,6,170,164,200,200,100,0.4823529411764706,0.11764705882352941,0.4764705882352941,0.18403361344537816,0.37058823529411766,0.38529411764705884
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,618,218,400,618,218,400,618,218,270,270,127,0.1715210355987055,0.041100323624595474,0.16593851132686083,0.06391328915600761,0.12405070118662351,0.13063646170442286
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,combined_actions_and_widgets,5,gui_candidate,668,305,363,668,305,363,668,305,367,367,145,0.18263473053892215,0.04341317365269461,0.17655047048759623,0.06765516585875868,0.13048403193612773,0.1373253493013972
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_all_resolved,5,gui_candidate,498,141,357,498,141,357,498,141,167,167,45,0.08032128514056225,0.018072289156626505,0.07416810097532989,0.0279275833492701,0.04852074966532798,0.052677376171352076
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_functional_resolved,5,gui_candidate,492,128,364,492,128,364,492,128,143,143,35,0.06504065040650407,0.014227642276422764,0.061991869918699184,0.022841656987998452,0.042547425474254746,0.04478319783197832
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_linked_resolved,5,gui_candidate,448,54,394,448,54,394,448,54,70,70,27,0.05357142857142857,0.012053571428571429,0.048102678571428574,0.018331916099773245,0.030498511904761907,0.03400297619047619
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,actions_all,10,gui_candidate,170,164,6,170,164,6,170,164,200,200,100,0.4823529411764706,0.058823529411764705,0.4764705882352941,0.10301659125188538,0.37058823529411766,0.38529411764705884
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,actions_orphan,10,gui_candidate,108,0,108,108,0,108,108,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,actions_with_linked_widget,10,gui_candidate,170,164,6,170,164,6,170,164,200,200,100,0.4823529411764706,0.058823529411764705,0.4764705882352941,0.10301659125188538,0.37058823529411766,0.38529411764705884
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,combined_actions_and_linked_widgets,10,gui_candidate,618,218,400,618,218,400,618,218,270,270,132,0.17313915857605178,0.021359223300970877,0.16901294498381877,0.03701902197047828,0.12489379462680433,0.13090614886731392
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,combined_actions_and_widgets,10,gui_candidate,668,305,363,668,305,363,668,305,367,367,151,0.18413173652694612,0.022604790419161677,0.17943755346449958,0.039116208436391596,0.1312238618002091,0.1375748502994012
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_all_resolved,10,gui_candidate,498,141,357,498,141,357,498,141,167,167,51,0.0823293172690763,0.010240963855421687,0.07804073436603556,0.01730282474435557,0.04951313189264996,0.05301204819277108
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_functional_resolved,10,gui_candidate,492,128,364,492,128,364,492,128,143,143,38,0.06910569105691057,0.007723577235772358,0.06504065040650407,0.013607327631717875,0.043051321138211376,0.0453760162601626
Qwen3 0.6B,CE,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-GPT5-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_GPT5_backward.json,widgets_linked_resolved,10,gui_candidate,448,54,394,448,54,394,448,54,70,70,32,0.05580357142857143,0.0071428571428571435,0.05234375,0.011975301484230056,0.03166152919501134,0.034375
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_all,1,gui_candidate,253,214,39,253,214,39,253,214,262,262,81,0.3201581027667984,0.3201581027667984,0.27602108036890644,0.289064558629776,0.3201581027667984,0.3201581027667984
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_orphan,1,gui_candidate,175,2,173,175,2,173,175,2,2,2,1,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.005714285714285714
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_with_linked_widget,1,gui_candidate,253,213,40,253,213,40,253,213,261,261,80,0.31620553359683795,0.31620553359683795,0.272068511198946,0.28511198945981553,0.31620553359683795,0.31620553359683795
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,combined_actions_and_linked_widgets,1,gui_candidate,637,290,347,637,290,347,637,290,354,354,93,0.14599686028257458,0.14599686028257458,0.12414965986394558,0.130298273155416,0.14599686028257458,0.14599686028257458
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,combined_actions_and_widgets,1,gui_candidate,684,368,316,684,368,316,684,368,447,447,97,0.14181286549707603,0.14181286549707603,0.11883528265107213,0.12524366471734893,0.14181286549707603,0.14181286549707603
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_all_resolved,1,gui_candidate,431,154,277,431,154,277,431,154,185,185,16,0.037122969837587005,0.037122969837587005,0.0265661252900232,0.02907965970610982,0.037122969837587005,0.037122969837587005
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_functional_resolved,1,gui_candidate,428,148,280,428,148,280,428,148,171,171,14,0.03271028037383177,0.03271028037383177,0.02531152647975078,0.02718068535825545,0.03271028037383177,0.03271028037383177
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,1,gui_candidate,384,76,308,384,76,308,384,76,92,92,12,0.03125,0.03125,0.024088541666666668,0.025694444444444447,0.03125,0.03125
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_all,3,gui_candidate,253,214,39,253,214,39,253,214,262,262,123,0.4189723320158103,0.16205533596837945,0.4018445322793149,0.22414831545266328,0.3442028985507246,0.36297760210803687
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_orphan,3,gui_candidate,175,2,173,175,2,173,175,2,2,2,1,0.005714285714285714,0.0019047619047619048,0.005714285714285714,0.002857142857142857,0.005714285714285714,0.005714285714285714
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_with_linked_widget,3,gui_candidate,253,213,40,253,213,40,253,213,261,261,122,0.4150197628458498,0.16073781291172595,0.39789196310935443,0.22217203086768303,0.34025032938076416,0.3590250329380764
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,combined_actions_and_linked_widgets,3,gui_candidate,637,290,347,637,290,347,637,290,354,354,145,0.1946624803767661,0.07587650444793301,0.18550497121925694,0.10396202437018763,0.1574655503226932,0.16692830978545264
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,combined_actions_and_widgets,3,gui_candidate,684,368,316,684,368,316,684,368,447,447,160,0.19883040935672514,0.07797270955165692,0.18942495126705652,0.10646755778334727,0.1566358024691358,0.16593567251461988
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_all_resolved,3,gui_candidate,431,154,277,431,154,277,431,154,185,185,37,0.06960556844547564,0.02861562258313998,0.06473317865429234,0.03738813390785548,0.04653261149780871,0.050270688321732405
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_functional_resolved,3,gui_candidate,428,148,280,428,148,280,428,148,171,171,32,0.06542056074766354,0.024922118380062305,0.060358255451713395,0.03382287494437027,0.04244548286604362,0.04595015576323988
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,3,gui_candidate,384,76,308,384,76,308,384,76,92,92,22,0.046875,0.01909722222222222,0.04296875,0.024776785714285713,0.03443287037037037,0.037760416666666664
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_all,5,gui_candidate,253,214,39,253,214,39,253,214,262,262,128,0.43478260869565216,0.10118577075098814,0.419631093544137,0.15916933308237657,0.34782608695652173,0.3669301712779973
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_orphan,5,gui_candidate,175,2,173,175,2,173,175,2,2,2,1,0.005714285714285714,0.001142857142857143,0.005714285714285714,0.001904761904761905,0.005714285714285714,0.005714285714285714
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_with_linked_widget,5,gui_candidate,253,213,40,253,213,40,253,213,261,261,127,0.4308300395256917,0.10039525691699605,0.4156785243741766,0.1578518100257231,0.3438735177865613,0.36297760210803687
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,637,290,347,637,290,347,637,290,354,354,153,0.20565149136577707,0.048037676609105184,0.19649398220826794,0.07502927911091177,0.15910518053375194,0.1695970695970696
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,combined_actions_and_widgets,5,gui_candidate,684,368,316,684,368,316,684,368,447,447,173,0.2149122807017544,0.05058479532163743,0.20482456140350877,0.07863524552121044,0.15913011695906432,0.16980994152046786
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_all_resolved,5,gui_candidate,431,154,277,431,154,277,431,154,185,185,45,0.08584686774941995,0.02088167053364269,0.07873163186388243,0.031361175560711524,0.04836426914153132,0.054098994586233566
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_functional_resolved,5,gui_candidate,428,148,280,428,148,280,428,148,171,171,39,0.0794392523364486,0.01822429906542056,0.07437694704049844,0.028361889927310494,0.0452297507788162,0.0493380062305296
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,5,gui_candidate,384,76,308,384,76,308,384,76,92,92,25,0.0546875,0.013020833333333334,0.049479166666666664,0.01959325396825397,0.034765625,0.03958333333333333
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_all,10,gui_candidate,253,214,39,253,214,39,253,214,262,262,129,0.43873517786561267,0.05098814229249012,0.42358366271409753,0.08958827733531291,0.3483907396950875,0.3674948240165632
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_orphan,10,gui_candidate,175,2,173,175,2,173,175,2,2,2,1,0.005714285714285714,0.0005714285714285715,0.005714285714285714,0.001038961038961039,0.005714285714285714,0.005714285714285714
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Qwen3 0.6B Strict,Qwen3 0.6B | LLMReq-Gemma3-Strict,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Qwen0.6B\qwen3_embedding_0.6b_matches_Llmreq_Gemma3_backward.json,actions_with_linked_widget,10,gui_candidate,253,213,40,253,213,40,253,213,261,261,128,0.43478260869565216,0.05059288537549407,0.419631093544137,0.0888696283953201,0.34443817052512704,0.3635422548466027
